SCALERANK,NAME,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,LATITUDE,LONGITUDE,POP_MAX,POP_MIN
7,Parry Sound,Canada,CAN,Canada,CAN,Ontario,CA,45.33370445,-80.03300663,7105,6469
3,Pittsburgh,United States,USA,United States of America,USA,Pennsylvania,US,40.4299986,-79.99998539,1838000,1232535
6,Charleston,United States,USA,United States of America,USA,South Carolina,US,32.79237693,-79.99210474,411940,96650
6,Santa Clara,Cuba,CUB,Cuba,CUB,Villa Clara,CU,22.40001385,-79.9666541,250512,219288
7,Morgantown,United States,USA,United States of America,USA,West Virginia,US,39.62981488,-79.95606043,58808,28957
7,Roanoke,United States,USA,United States of America,USA,Virginia,US,37.27119916,-79.94161686,198171,91168
6,Colón,Panama,PAN,Panama,PAN,Colón,PA,9.365021382,-79.8749801,204000,136976
6,Hamilton,Canada,CAN,Canada,CAN,Ontario,CA,43.24998151,-79.82999577,721053,519949
6,Greensboro,United States,USA,United States of America,USA,North Carolina,US,36.07000633,-79.80002344,388887,231769
7,Florence,United States,USA,United States of America,USA,South Carolina,US,34.19567629,-79.76279057,57438,30517
7,Barrie,Canada,CAN,Canada,CAN,Ontario,CA,44.38376243,-79.7000037,182041,119732
7,Cobalt,Canada,CAN,Canada,CAN,Ontario,CA,47.38370852,-79.68331222,1372,1372
8,New Liskeard,Canada,CAN,Canada,CAN,Ontario,CA,47.50000633,-79.66664657,5203,5203
8,Placetas,Cuba,CUB,Cuba,CUB,Villa Clara,CU,22.31580711,-79.65548446,55408,14538
6,Balboa,Panama,PAN,Panama,PAN,Panama,PA,8.949982116,-79.56665267,62882,62882
3,Panama City,Panama,PAN,Panama,PAN,Panama,PA,8.96801719,-79.53303715,1281000,408168
8,Caibarién,Cuba,CUB,Cuba,CUB,Villa Clara,CU,22.5157949,-79.47223983,39140,11722
4,North Bay,Canada,CAN,Canada,CAN,Ontario,CA,46.30000205,-79.44999313,50170,41807
7,Sancti Spíritus,Cuba,CUB,Cuba,CUB,Sancti Spíritus,CU,21.93014589,-79.44250004,127069,76352
1,Toronto,Canada,CAN,Canada,CAN,Ontario,CA,43.69997988,-79.42002079,5213000,3934421
8,Orillia,Canada,CAN,Canada,CAN,Ontario,CA,44.59997662,-79.41666183,37483,30178
7,Danville,United States,USA,United States of America,USA,Virginia,US,36.58625388,-79.39531946,45894,40458
7,Jamestown,United States,USA,United States of America,USA,New York,US,42.09736452,-79.23553593,45756,30077
8,La Sarre,Canada,CAN,Canada,CAN,Québec,CA,48.8000045,-79.20003422,7206,5527
6,Lynchburg,United States,USA,United States of America,USA,Virginia,US,37.4136194,-79.14246668,103893,65269
7,Niagara Falls,United States,USA,United States of America,USA,New York,US,43.09482302,-79.0369434,153134,82000
8,Rouyn-Noranda,Canada,CAN,Canada,CAN,Québec,CA,48.25001223,-79.03324854,24602,24023
8,Lumberton,United States,USA,United States of America,USA,North Carolina,US,34.62720034,-79.01190617,32785,21314
9,El Porvenir,Panama,PAN,Panama,PAN,Kuna Yala,PA,9.541686355,-78.97196299,10,10
7,Johnstown,United States,USA,United States of America,USA,Pennsylvania,US,40.32708498,-78.92222172,69286,22357
8,Durham,United States,USA,United States of America,USA,North Carolina,US,35.99995892,-78.91999964,309495,204734
6,Myrtle Beach,United States,USA,United States of America,USA,South Carolina,US,33.68891136,-78.8869784,49357,25310
7,Fayetteville,United States,USA,United States of America,USA,North Carolina,US,35.06293601,-78.88359359,243306,124775
3,Buffalo,United States,USA,United States of America,USA,New York,US,42.87997825,-78.88000208,1016000,279557
8,Harrisonburg,United States,USA,United States of America,USA,Virginia,US,38.44942181,-78.86917586,42538,41725
8,Oshawa,Canada,CAN,Canada,CAN,Ontario,CA,43.87999473,-78.84997807,450963,247989
7,Cumberland,United States,USA,United States of America,USA,Maryland,US,39.65317263,-78.76277409,21316,20347
8,Ciego de Ávila,Cuba,CUB,Cuba,CUB,Ciego de Ávila,CU,21.83999636,-78.76194727,142027,102660
4,Freeport,"Bahamas, The",BHS,The Bahamas,BHS,,BS,26.53327578,-78.70001306,25383,25383
3,Raleigh,United States,USA,United States of America,USA,North Carolina,US,35.81878135,-78.64469344,1163515,416468
7,Morón,Cuba,CUB,Cuba,CUB,Ciego de Ávila,CU,22.10985069,-78.62748519,66060,49043
8,Eastmain,Canada,CAN,Canada,CAN,Québec,CA,52.23333498,-78.51669092,335,335
6,Charlottesville,United States,USA,United States of America,USA,Virginia,US,38.02918907,-78.47692591,87925,34703
8,Altoona,United States,USA,United States of America,USA,Pennsylvania,US,40.51859784,-78.39496708,78607,46962
8,Peterborough,Canada,CAN,Canada,CAN,Ontario,CA,44.29996909,-78.33326542,83627,75877
10,Lucea,Jamaica,JAM,Jamaica,JAM,Hanover,JM,18.44299809,-78.17900362,6289,6289
7,Winchester,United States,USA,United States of America,USA,Virginia,US,39.1787313,-78.16663477,53941,24895
8,Jaqué,Panama,PAN,Panama,PAN,Darién,PA,7.518958353,-78.16601465,1357,553
7,La Palma,Panama,PAN,Panama,PAN,Darién,PA,8.398181172,-78.14022811,1845,1845
6,Inukjuak,Canada,CAN,Canada,CAN,Québec,CA,58.47000856,-78.13599064,1597,1597
8,Amos,Canada,CAN,Canada,CAN,Québec,CA,48.56663373,-78.11666366,10516,10435
7,Goldsboro,United States,USA,United States of America,USA,North Carolina,US,35.38513857,-77.99305363,47602,38243
10,Savanna-la-Mar,Jamaica,JAM,Jamaica,JAM,Westmoreland,JM,18.1639981,-77.94800051,30000,20521
4,Wilmington,United States,USA,United States of America,USA,North Carolina,US,34.22551943,-77.94502039,161560,92424
6,Camagüey,Cuba,CUB,Cuba,CUB,Camagüey,CU,21.38082542,-77.91693425,347562,295605
6,Montego Bay,Jamaica,JAM,Jamaica,JAM,Saint James,JM,18.46668805,-77.91667586,126008,82867
6,Ivugivik,Canada,CAN,Canada,CAN,Québec,CA,62.41664105,-77.89998438,156,156
7,State College,United States,USA,United States of America,USA,Pennsylvania,US,40.79372316,-77.8602452,87926,41835
7,Guapi,Colombia,COL,Colombia,COL,Cauca,CO,2.560397968,-77.85998682,13853,13853
10,Black River,Jamaica,JAM,Jamaica,JAM,Saint Elizabeth,JM,18.03099607,-77.85199748,4229,4229
8,Rocky Mount,United States,USA,United States of America,USA,North Carolina,US,35.93799888,-77.79076624,58361,55997
6,Val d'Or,Canada,CAN,Canada,CAN,Québec,CA,48.11663535,-77.76663334,20625,20625
4,Kuujjuarapik,Canada,CAN,Canada,CAN,Québec,CA,55.28149518,-77.76583236,1243,1243
7,Juradó,Colombia,COL,Colombia,COL,Chocó,CO,7.121747456,-77.75640141,2351,2351
8,Hagerstown,United States,USA,United States of America,USA,Maryland,US,39.64164878,-77.72027958,79662,37313
10,Falmouth,Jamaica,JAM,Jamaica,JAM,Trelawny,JM,18.47958305,-77.6560496,7779,7779
7,Matagami,Canada,CAN,Canada,CAN,Québec,CA,49.75038576,-77.63328231,1966,1183
4,Rochester,United States,USA,United States of America,USA,New York,US,43.17042564,-77.61994979,755000,211354
7,Radisson,Canada,CAN,Canada,CAN,Québec,CA,53.78362795,-77.61656498,270,270
10,Mandeville,Jamaica,JAM,Jamaica,JAM,Manchester,JM,18.03300305,-77.49999851,47115,47115
7,Fredericksburg,United States,USA,United States of America,USA,Virginia,US,38.30351341,-77.46078638,133134,20562
4,Richmond,United States,USA,United States of America,USA,Virginia,US,37.55001935,-77.449986,912000,190886
7,Jacksonville,United States,USA,United States of America,USA,North Carolina,US,34.75432436,-77.43055567,77288,68015
8,Petersburg,United States,USA,United States of America,USA,Virginia,US,37.22776512,-77.40223698,118577,33740
8,Belleville,Canada,CAN,Canada,CAN,Ontario,CA,44.16666974,-77.38334924,43990,43990
7,Greenville,United States,USA,United States of America,USA,North Carolina,US,35.61287661,-77.3666836,92565,70757
3,Nassau,"Bahamas, The",BHS,The Bahamas,BHS,,BS,25.08339012,-77.35004378,227940,160966
7,Nuquí,Colombia,COL,Colombia,COL,Chocó,CO,5.685180092,-77.27454844,2741,233
7,Nuevitas,Cuba,CUB,Cuba,CUB,Camagüey,CU,21.5456474,-77.26444177,54022,39570
8,May Pen,Jamaica,JAM,Jamaica,JAM,Clarendon,JM,17.96661521,-77.23328089,135142,44755
10,Saint Ann's Bay,Jamaica,JAM,Jamaica,JAM,Saint Ann,JM,18.43263914,-77.19952454,13671,13671
7,Manzanillo,Cuba,CUB,Cuba,CUB,Granma,CU,20.34375694,-77.11664718,128188,86678
7,Pembroke,Canada,CAN,Canada,CAN,Québec,CA,45.85026206,-77.11664718,15551,15551
7,Alexandria,United States,USA,United States of America,USA,Virginia,US,38.82043276,-77.09998153,127273,127273
7,Buenaventura,Colombia,COL,Colombia,COL,Valle del Cauca,CO,3.872402425,-77.05045329,252805,240387
0,"Washington, D.C.",United States,USA,United States of America,USA,District of Columbia,US,38.89954938,-77.00941858,4338000,552433
8,Williamsport,United States,USA,United States of America,USA,Pennsylvania,US,41.24108604,-77.0013829,56877,30706
7,Las Tunas,Cuba,CUB,Cuba,CUB,Las Tunas,CU,20.96012758,-76.95438318,203684,156112
8,Spanish Town,Jamaica,JAM,Jamaica,JAM,Saint Catherine,JM,17.98333254,-76.94999068,432704,162359
8,St. Charles,United States,USA,United States of America,USA,Maryland,US,38.60305585,-76.93893193,69208,36376
10,Port Maria,Jamaica,JAM,Jamaica,JAM,Saint Mary,JM,18.37700105,-76.89999547,7906,7906
6,Harrisburg,United States,USA,United States of America,USA,Pennsylvania,US,40.27359987,-76.88474919,528892,49528
7,Elmira,United States,USA,United States of America,USA,New York,US,42.09012982,-76.80803552,62376,30026
10,Half Way Tree,Jamaica,JAM,Jamaica,JAM,Saint Andrew,JM,18.0333001,-76.79999651,96494,96494
3,Kingston,Jamaica,JAM,Jamaica,JAM,Kingston,JM,17.97707662,-76.76743371,937700,664973
7,Turbo,Colombia,COL,Colombia,COL,Antioquia,CO,8.100369892,-76.73997766,50508,34007
7,York,United States,USA,United States of America,USA,Pennsylvania,US,39.96292116,-76.72804041,218010,39587
7,Quibdó,Colombia,COL,Colombia,COL,Chocó,CO,5.690413634,-76.66000838,92780,75104
7,Bayamo,Cuba,CUB,Cuba,CUB,Granma,CU,20.37954287,-76.64329106,192632,162614
4,Baltimore,United States,USA,United States of America,USA,Maryland,US,39.29999005,-76.61998499,2255000,610892
6,Cape Dorset,Canada,CAN,Canada,CAN,Nunavut,CA,64.31251972,-76.53857863,1326,1326
2,Cali,Colombia,COL,Colombia,COL,Valle del Cauca,CO,3.399959126,-76.49996647,2254000,2178836
6,Ithaca,United States,USA,United States of America,USA,New York,US,42.44057355,-76.4969434,59930,31159
8,Annapolis,United States,USA,United States of America,USA,Maryland,US,38.9783301,-76.49249923,81300,36252
7,Kingston,Canada,CAN,Canada,CAN,Ontario,CA,44.23371991,-76.48330082,114195,102400
10,Port Antonio,Jamaica,JAM,Jamaica,JAM,Portland,JM,18.15900314,-76.38000262,14400,14400
8,Hampton,United States,USA,United States of America,USA,Virginia,US,37.03002525,-76.34994979,366766,146437
10,Port Morant,Jamaica,JAM,Jamaica,JAM,Saint Thomas,JM,17.89100103,-76.32899957,11536,11536
8,Lancaster,United States,USA,United States of America,USA,Pennsylvania,US,40.03777447,-76.30576644,209489,209489
3,Norfolk,United States,USA,United States of America,USA,Virginia,US,36.84995872,-76.28000574,1047869,242803
6,Holguín,Cuba,CUB,Cuba,CUB,Holguín,CU,20.88723798,-76.26305587,319102,300177
7,Tuluá,Colombia,COL,Colombia,COL,Valle del Cauca,CO,4.090382099,-76.21001001,165501,163062
4,Syracuse,United States,USA,United States of America,USA,New York,US,43.04999371,-76.15001367,662577,145170
8,Palma Soriano,Cuba,CUB,Cuba,CUB,Santiago de Cuba,CU,20.21722719,-75.99880843,102826,67394
6,Virginia Beach,United States,USA,United States of America,USA,Virginia,US,36.85321433,-75.97831873,1491000,263951
7,Binghamton,United States,USA,United States of America,USA,New York,US,42.09901817,-75.91832239,139895,45480
7,Watertown,United States,USA,United States of America,USA,New York,US,43.97515688,-75.91106185,33821,28055
8,Cartago,Colombia,COL,Colombia,COL,Valle del Cauca,CO,4.749980081,-75.91002832,134827,111513
6,Montería,Colombia,COL,Colombia,COL,Córdoba,CO,8.757539082,-75.8900037,275198,272420
7,Wilkes Barre,United States,USA,United States of America,USA,Pennsylvania,US,41.24904421,-75.87793726,158913,40736
4,Santiago de Cuba,Cuba,CUB,Cuba,CUB,Santiago de Cuba,CU,20.0250167,-75.82132573,555865,446063
7,Lorica,Colombia,COL,Colombia,COL,Córdoba,CO,9.241850605,-75.81600305,52771,40605
7,Banes,Cuba,CUB,Cuba,CUB,Holguín,CU,20.96291811,-75.71859298,53104,42387
7,Kitty Hawk,United States,USA,United States of America,USA,North Carolina,US,36.07731854,-75.70471786,3413,806
3,Ottawa,Canada,CAN,Canada,CAN,Ontario,CA,45.4166968,-75.7000153,1145000,812129
8,Brockville,Canada,CAN,Canada,CAN,Ontario,CA,44.5892796,-75.69531275,26458,23886
7,Armenia,Colombia,COL,Colombia,COL,Quindío,CO,4.534282653,-75.68112757,315328,314267
7,Pereira,Colombia,COL,Colombia,COL,Risaralda,CO,4.81038983,-75.67999068,568750,440118
7,Scranton,United States,USA,United States of America,USA,Pennsylvania,US,41.40929283,-75.66267908,156196,73206
8,Salluit,Canada,CAN,Canada,CAN,Québec,CA,62.18259849,-75.65950098,106,106
7,Yarumal,Colombia,COL,Colombia,COL,Antioquia,CO,7.030590229,-75.5904871,35315,35315
2,Medellín,Colombia,COL,Colombia,COL,Antioquia,CO,6.275003274,-75.57501001,3297000,1999979
7,Tolú,Colombia,COL,Colombia,COL,Sucre,CO,9.535837829,-75.57203862,27390,12049
6,Bello,Colombia,COL,Colombia,COL,Antioquia,CO,6.329986998,-75.5699974,519670,392939
7,Wilmington,United States,USA,United States of America,USA,Delaware,US,39.74626772,-75.54689803,161560,70851
8,Dover,United States,USA,United States of America,USA,Delaware,US,39.15808657,-75.524703,76039,33286
4,Manizales,Colombia,COL,Colombia,COL,Caldas,CO,5.059986998,-75.52000045,375848,357814
3,Cartagena,Colombia,COL,Colombia,COL,Bolívar,CO,10.39973859,-75.51439356,887000,887000
8,Allentown,United States,USA,United States of America,USA,Pennsylvania,US,40.59998822,-75.50002751,496442,105519
7,Mont-Laurier,Canada,CAN,Canada,CAN,Québec,CA,46.55037437,-75.50002751,11642,11642
7,Sincelejo,Colombia,COL,Colombia,COL,Sucre,CO,9.290426452,-75.37995732,261187,218388
8,Arjona,Colombia,COL,Colombia,COL,Bolívar,CO,10.26003135,-75.34998499,50405,44045
7,Neiva,Colombia,COL,Colombia,COL,Huila,CO,2.931047179,-75.33024459,352855,284277
8,Campoalegre,Colombia,COL,Colombia,COL,Huila,CO,2.690002461,-75.33001205,22568,11549
8,Sonsón,Colombia,COL,Colombia,COL,Antioquia,CO,5.716613585,-75.31662785,18817,17232
7,Utica,United States,USA,United States of America,USA,New York,US,43.10117922,-75.23306706,105150,58590
6,Ibagué,Colombia,COL,Colombia,COL,Tolima,CO,4.438913797,-75.2322144,421685,408627
6,Guantánamo,Cuba,CUB,Cuba,CUB,Guantánamo,CU,20.1452936,-75.20614364,272801,217338
2,Philadelphia,United States,USA,United States of America,USA,Pennsylvania,US,39.99997316,-75.16999597,5492000,1517550
7,Ayapel,Colombia,COL,Colombia,COL,Córdoba,CO,8.330407531,-75.15002303,23639,22602
7,El Carmen de Bolívar,Colombia,COL,Colombia,COL,Bolívar,CO,9.720374368,-75.12999841,60980,47957
8,Sabanalarga,Colombia,COL,Colombia,COL,Atlántico,CO,10.63998232,-74.91998539,68535,63027
8,Girardot,Colombia,COL,Colombia,COL,Cundinamarca,CO,4.310006937,-74.80999211,130289,113372
4,Barranquilla,Colombia,COL,Colombia,COL,Atlántico,CO,10.95998863,-74.79996688,1798000,1244491
8,Soledad,Colombia,COL,Colombia,COL,Atlántico,CO,10.92001691,-74.76999455,698852,342556
7,Honda,Colombia,COL,Colombia,COL,Tolima,CO,5.190340799,-74.74999577,35469,28158
6,Trenton,United States,USA,United States of America,USA,New Jersey,US,40.2169625,-74.74335535,366513,84913
8,Magangué,Colombia,COL,Colombia,COL,Bolívar,CO,9.229990864,-74.74002222,100313,89511
7,Cornwall,Canada,CAN,Canada,CAN,Ontario,CA,45.01705711,-74.73333012,48821,46382
7,Atlantic City,United States,USA,United States of America,USA,New Jersey,US,39.36463727,-74.4233232,76573,40554
7,Puerto Berrío,Colombia,COL,Colombia,COL,Antioquia,CO,6.480442931,-74.42001591,33983,32405
7,Ciénaga,Colombia,COL,Colombia,COL,Magdalena,CO,11.01039899,-74.25000045,131171,88311
6,Santa Marta,Colombia,COL,Colombia,COL,Magdalena,CO,11.24720624,-74.20165715,431781,402641
7,Newark,United States,USA,United States of America,USA,New Jersey,US,40.70042137,-74.17000533,280123,280123
8,Paterson,United States,USA,United States of America,USA,New Jersey,US,40.91999453,-74.17000533,151205,151205
10,Jérémie,Haiti,HTI,Haiti,HTI,Grand'Anse,HT,18.63393473,-74.11842526,30917,30917
0,Bogota,Colombia,COL,Colombia,COL,Bogota,CO,4.596423563,-74.08334396,7772000,6333661
8,St.-Jerome,Canada,CAN,Canada,CAN,Québec,CA,45.7666496,-73.99998987,78439,54948
7,El Banco,Colombia,COL,Colombia,COL,Magdalena,CO,9.000340799,-73.98001693,54522,24735
0,New York,United States,USA,United States of America,USA,New York,US,40.74997906,-73.98001693,19040000,8008278
7,Schenectady,United States,USA,United States of America,USA,New York,US,42.81458173,-73.93996769,149255,60280
8,Poughkeepsie,United States,USA,United States of America,USA,New York,US,41.70023114,-73.92141585,170996,30345
7,Mistassini,Canada,CAN,Canada,CAN,Québec,CA,50.41706341,-73.86658716,2645,2645
8,Barrancabermeja,Colombia,COL,Colombia,COL,Santander,CO,7.089992288,-73.84999903,191403,164201
7,Chiquinquirá,Colombia,COL,Colombia,COL,Boyacá,CO,5.620392068,-73.81994918,53975,45294
6,Albany,United States,USA,United States of America,USA,New York,US,42.67001691,-73.81994918,870716,97856
8,Saratoga Springs,United States,USA,United States of America,USA,New York,US,43.08296328,-73.78501591,55793,27989
7,Les Cayes,Haiti,HTI,Haiti,HTI,Sud,HT,18.20037355,-73.74997929,175457,70000
7,San Martín,Colombia,COL,Colombia,COL,Meta,CO,3.690406513,-73.68998295,16273,8335
6,Villavicencio,Colombia,COL,Colombia,COL,Meta,CO,4.153323994,-73.63499923,374763,321717
2,Montréal,Canada,CAN,Canada,CAN,Québec,CA,45.49999921,-73.58329696,3678000,2356556
8,Stamford,United States,USA,United States of America,USA,Connecticut,US,41.05334556,-73.53919112,746920,122643
8,Plattsburg,United States,USA,United States of America,USA,New York,US,44.69498374,-73.45798161,29238,19229
8,Joliette,Canada,CAN,Canada,CAN,Québec,CA,46.03332583,-73.43330611,45361,34772
7,Tunja,Colombia,COL,Colombia,COL,Boyacá,CO,5.550448017,-73.37002832,161412,117479
7,Ocaña,Colombia,COL,Colombia,COL,Norte de Santander,CO,8.240413024,-73.3500037,83511,83292
7,Socorro,Colombia,COL,Colombia,COL,Santander,CO,6.460340799,-73.26998275,24895,17752
8,Pittsfield,United States,USA,United States of America,USA,Massachusetts,US,42.44819582,-73.25982833,46230,44174
8,Valledupar,Colombia,COL,Colombia,COL,Cesar,CO,10.47999208,-73.25000981,308237,287018
4,Burlington,United States,USA,United States of America,USA,Vermont,US,44.47579816,-73.21246688,93807,38601
4,Bridgeport,United States,USA,United States of America,USA,Connecticut,US,41.17997866,-73.19996118,1018000,139090
6,Bucaramanga,Colombia,COL,Colombia,COL,Santander,CO,7.1300932,-73.12588302,1009000,571820
8,Waterbury,United States,USA,United States of America,USA,Connecticut,US,41.55000775,-73.05002202,174236,174236
7,Duitama,Colombia,COL,Colombia,COL,Boyacá,CO,5.830456766,-73.02004968,101156,92040
8,Puerto López,Colombia,COL,Colombia,COL,Meta,CO,4.089994526,-72.96002751,16678,7649
8,Sogamoso,Colombia,COL,Colombia,COL,Boyacá,CO,5.719998392,-72.94000289,126551,113592
7,Riohacha,Colombia,COL,Colombia,COL,La Guajira,CO,11.5403408,-72.90997888,133186,92431
7,New Haven,United States,USA,United States of America,USA,Connecticut,US,41.33038291,-72.90000533,846766,569000
10,Port-De-Paix,Haiti,HTI,Haiti,HTI,Nord-Ouest,HT,19.93176008,-72.82948452,34657,34657
7,Shawinigan,Canada,CAN,Canada,CAN,Québec,CA,46.55037437,-72.733323,49161,34342
7,Gonaïves,Haiti,HTI,Haiti,HTI,L'Artibonite,HT,19.45042645,-72.68324854,166678,84961
6,Hartford,United States,USA,United States of America,USA,Connecticut,US,41.77002016,-72.67996708,913000,124019
7,Pamplona,Colombia,COL,Colombia,COL,Norte de Santander,CO,7.390387389,-72.66001998,53587,52247
8,San José del Guaviare,Colombia,COL,Colombia,COL,Meta,CO,2.569983947,-72.63999536,22136,21214
8,Springfield,United States,USA,United States of America,USA,Massachusetts,US,42.12002464,-72.57999903,421780,152227
8,Montpelier,United States,USA,United States of America,USA,Vermont,US,44.25997154,-72.57581323,8538,7828
7,Machiques,Venezuela,VEN,Venezuela,VEN,Zulia,VE,10.07043052,-72.54994918,62968,26905
6,Trois-Rivières,Canada,CAN,Canada,CAN,Québec,CA,46.34997316,-72.54994918,119693,116409
10,Jacmel,Haiti,HTI,Haiti,HTI,Sud-Est,HT,18.23499903,-72.53700258,33563,33563
6,Cúcuta,Colombia,COL,Colombia,COL,Norte de Santander,CO,7.920019144,-72.51997685,722146,721398
8,Drummondville,Canada,CAN,Canada,CAN,Québec,CA,45.88333498,-72.4833641,59489,54123
9,Yopal,Colombia,COL,Colombia,COL,Casanare,CO,5.346999095,-72.4059986,61029,61029
3,Port-au-Prince,Haiti,HTI,Haiti,HTI,Ouest,HT,18.5410246,-72.33603459,1998000,1234742
3,San Cristóbal,Venezuela,VEN,Venezuela,VEN,Táchira,VE,7.770002461,-72.24996749,438798,246583
6,Dolbeau,Canada,CAN,Canada,CAN,Québec,CA,48.86658958,-72.23332768,13337,12916
6,Cap-Haïtien,Haiti,HTI,Haiti,HTI,Nord,HT,19.7592224,-72.21251602,281487,134815
8,New London,United States,USA,United States of America,USA,Connecticut,US,41.3555235,-72.10002832,96178,26294
10,Hinche,Haiti,HTI,Haiti,HTI,Centre,HT,19.14300009,-72.0039956,18590,18590
7,Victoriaville,Canada,CAN,Canada,CAN,Québec,CA,46.05040489,-71.96667729,41500,34426
7,San Carlos del Zulia,Venezuela,VEN,Venezuela,VEN,Zulia,VE,9.010391865,-71.91998763,97288,56582
8,Sherbrooke,Canada,CAN,Canada,CAN,Québec,CA,45.40000531,-71.89998885,139652,129447
10,Jimaní,Dominican Republic,DOM,Dominican Republic,DOM,Independencia,DO,18.49300212,-71.85099553,6567,6567
10,Fort-Liberté,Haiti,HTI,Haiti,HTI,Nord-Est,HT,19.66556703,-71.84483954,11465,11465
7,Worcester,United States,USA,United States of America,USA,Massachusetts,US,42.27042889,-71.80002079,287365,177216
10,Pedernales,Dominican Republic,DOM,Dominican Republic,DOM,Pedernales,DO,18.03799801,-71.74099755,11072,11072
7,Tame,Colombia,COL,Colombia,COL,Arauca,CO,6.460340799,-71.74002446,29099,20961
10,Comendador,Dominican Republic,DOM,Dominican Republic,DOM,Elias Pina,DO,18.875997,-71.70699546,43894,27908
10,Dajabón,Dominican Republic,DOM,Dominican Republic,DOM,Dajabón,DO,19.548,-71.70499757,16398,16398
2,Maracaibo,Venezuela,VEN,Venezuela,VEN,Zulia,VE,10.72997683,-71.65997766,2072000,1457300
7,Monte Cristi,Dominican Republic,DOM,Dominican Republic,DOM,Monte Cristi,DO,19.86699017,-71.65002995,17001,16704
6,Concord,United States,USA,United States of America,USA,New Hampshire,US,43.20807192,-71.53804712,44606,40687
7,Santa Rita,Venezuela,VEN,Venezuela,VEN,Trujillo,VE,10.53182698,-71.50394902,31810,10380
7,Manchester,United States,USA,United States of America,USA,New Hampshire,US,42.99599184,-71.45528731,196566,109877
8,Cabimas,Venezuela,VEN,Venezuela,VEN,Trujillo,VE,10.42999514,-71.44999048,441094,200818
8,Neiba,Dominican Republic,DOM,Dominican Republic,DOM,Bahoruco,DO,18.46661053,-71.41663334,25731,18670
6,Providence,United States,USA,United States of America,USA,Rhode Island,US,41.82110231,-71.4149797,1277000,50453
10,Sabaneta,Dominican Republic,DOM,Dominican Republic,DOM,Santiago Rodríguez,DO,19.50499807,-71.34498854,16380,16380
7,Orocue,Colombia,COL,Colombia,COL,Casanare,CO,4.794551004,-71.34002303,2835,1418
7,Lowell,United States,USA,United States of America,USA,Massachusetts,US,42.63368837,-71.31669112,723629,106519
7,Newport,United States,USA,United States of America,USA,Rhode Island,US,41.49039899,-71.31335799,45968,25818
3,Québec,Canada,CAN,Canada,CAN,Québec,CA,46.83996909,-71.24561019,624177,528595
6,San Juan,Dominican Republic,DOM,Dominican Republic,DOM,San Juan,DO,18.80700306,-71.22899657,72950,72950
7,Grand Turk,United Kingdom,GBR,Turks and Caicos Islands,TCA,,TC,21.46642743,-71.13597864,5801,3720
4,Merida,Venezuela,VEN,Venezuela,VEN,Mérida,VE,8.399989847,-71.13001001,345489,204879
7,Barahona,Dominican Republic,DOM,Dominican Republic,DOM,Barahona,DO,18.20037355,-71.099986,90128,77160
10,Mao,Dominican Republic,DOM,Dominican Republic,DOM,Valverde,DO,19.55199609,-71.07499748,48297,48297
2,Boston,United States,USA,United States of America,USA,Massachusetts,US,42.32996014,-71.07001367,4467000,589141
6,Chicoutimi,Canada,CAN,Canada,CAN,Québec,CA,48.43330853,-71.06670638,53940,53940
8,New Bedford,United States,USA,United States of America,USA,Massachusetts,US,41.6561253,-70.94469833,136082,94083
8,Salem,United States,USA,United States of America,USA,Massachusetts,US,42.5224989,-70.88309175,335509,42455
7,Arauca,Colombia,COL,Colombia,COL,Arauca,CO,7.090664082,-70.76163456,69264,23797
8,Guasdualito,Venezuela,VEN,Venezuela,VEN,Apure,VE,7.239983133,-70.73998214,30860,25715
10,Azua,Dominican Republic,DOM,Dominican Republic,DOM,Azua,DO,18.45399613,-70.7290016,59139,59139
10,Puerto Plata,Dominican Republic,DOM,Dominican Republic,DOM,Puerto Plata,DO,19.7902171,-70.69024747,119897,119897
4,Santiago,Dominican Republic,DOM,Dominican Republic,DOM,Santiago,DO,19.50000999,-70.67001225,1550753,1391262
7,Saint-Georges,Canada,CAN,Canada,CAN,Québec,CA,46.117145,-70.66665328,26149,26149
8,Valera,Venezuela,VEN,Venezuela,VEN,Trujillo,VE,9.319959533,-70.6200153,191167,93756
10,Moca,Dominican Republic,DOM,Dominican Republic,DOM,Espaillat,DO,19.39699814,-70.52300059,61834,61834
8,La Vega,Dominican Republic,DOM,Dominican Republic,DOM,La Vega,DO,19.2165906,-70.51658492,163197,102426
7,Trujillo,Venezuela,VEN,Venezuela,VEN,Trujillo,VE,9.38039512,-70.44000045,50353,38110
10,Salcedo,Dominican Republic,DOM,Dominican Republic,DOM,Hermanas,DO,19.38300302,-70.4167015,45299,45299
10,Bonao,Dominican Republic,DOM,Dominican Republic,DOM,Monseñor Nouel,DO,18.94200314,-70.40899757,73269,73269
